Zeit,Gewicht,Veränderung,BMI,Körperfett,Skelettmuskelmasse,Knochenmasse,Körperwasser,
9:26 AM,78.4 kg,0.7 kg,24.5,20.4 %,33.5 kg,5.1 kg,58.1 %,
" Jun 24, 2023",
9:05 AM,77.7 kg,0.7 kg,24.2,20.7 %,33.3 kg,5.0 kg,57.9 %,
" Jun 23, 2023",
8:27 AM,77.0 kg,0.8 kg,24,20.8 %,33.1 kg,5.0 kg,57.8 %,
" Jun 22, 2023",
8:36 AM,77.8 kg,0.1 kg,24.3,20.4 %,33.3 kg,5.1 kg,58.1 %,
" Jun 15, 2023",
8:10 AM,77.9 kg,0.8 kg,24.3,--,--,--,--,
" Jun 13, 2023",
8:42 AM,77.1 kg,0.4 kg,24.1,20.3 %,33.1 kg,5.0 kg,58.2 %,
" Jun 11, 2023",
10:13 AM,76.7 kg,0.6 kg,23.9,20.8 %,33.0 kg,4.9 kg,57.8 %,
" Jun 10, 2023",
4:15 PM,77.3 kg,0.8 kg,24.1,--,--,--,--,
" Jun 9, 2023",
7:45 AM,76.5 kg,0.2 kg,23.9,20.5 %,33.0 kg,4.9 kg,58.0 %,
" Jun 8, 2023",
9:00 AM,76.3 kg,0.3 kg,23.8,20.5 %,32.9 kg,4.9 kg,58.1 %,
8:41 AM,76.6 kg,0.8 kg,23.9,20.6 %,33.0 kg,4.9 kg,57.9 %,
" Jun 7, 2023",
6:17 PM,77.4 kg,0.0 kg,24.2,18.9 %,33.2 kg,5.2 kg,59.2 %,
8:06 AM,77.4 kg,0.0 kg,24.2,20.2 %,33.2 kg,5.1 kg,58.3 %,
7:33 AM,77.4 kg,0.6 kg,24.2,--,--,--,--,
" Jun 6, 2023",
8:23 AM,76.8 kg,0.0 kg,24,20.3 %,33.1 kg,5.0 kg,58.2 %,
" Jun 5, 2023",
5:54 PM,76.8 kg,0.1 kg,24,20.3 %,33.0 kg,5.0 kg,58.2 %,
7:48 AM,76.9 kg,0.1 kg,24,20.3 %,33.1 kg,5.0 kg,58.2 %,
" Jun 4, 2023",
11:57 AM,76.8 kg,0.3 kg,24,20.8 %,33.1 kg,5.0 kg,57.8 %,
" Jun 3, 2023",
11:29 AM,77.1 kg,0.0 kg,24.1,19.7 %,33.1 kg,5.1 kg,58.6 %,
11:04 AM,77.1 kg,0.9 kg,24.1,19.6 %,33.1 kg,5.1 kg,58.7 %,
" Jun 2, 2023",
8:15 AM,76.2 kg,0.7 kg,23.8,20.4 %,32.9 kg,4.9 kg,58.1 %,
" Jun 1, 2023",
9:46 PM,76.9 kg,0.4 kg,24,--,--,--,--,
9:30 AM,76.5 kg,0.7 kg,23.9,19.7 %,33.0 kg,5.0 kg,58.6 %,
" Mai 31, 2023",
8:28 AM,75.8 kg,0.1 kg,23.7,20.6 %,32.8 kg,4.9 kg,57.9 %,
8:07 AM,75.9 kg,1.1 kg,23.7,21 %,32.8 kg,4.8 kg,57.7 %,
" Mai 30, 2023",
10:46 PM,77.0 kg,0.3 kg,24,19 %,33.1 kg,5.1 kg,59.1 %,
8:35 AM,77.3 kg,0.1 kg,24.1,20.6 %,33.2 kg,5.0 kg,58.0 %,
" Mai 29, 2023",
11:49 AM,77.2 kg,0.1 kg,24.1,--,--,--,--,
9:45 AM,77.1 kg,0.6 kg,24.1,20.8 %,33.1 kg,5.0 kg,57.8 %,
" Mai 28, 2023",
6:19 PM,77.7 kg,1.2 kg,24.2,19.5 %,33.3 kg,5.2 kg,58.8 %,
" Mai 26, 2023",
8:15 AM,76.5 kg,0.3 kg,23.9,20.6 %,33.0 kg,4.9 kg,58.0 %,
" Mai 25, 2023",
8:05 AM,76.8 kg,0.7 kg,24,20.7 %,33.1 kg,5.0 kg,57.9 %,
" Mai 22, 2023",
8:08 AM,77.5 kg,0.8 kg,24.2,20.7 %,33.2 kg,5.0 kg,57.9 %,
" Mai 19, 2023",
11:19 PM,78.3 kg,1.3 kg,24.4,--,--,--,--,
" Mai 12, 2023",
8:22 AM,77.0 kg,0.2 kg,24,20.4 %,33.1 kg,5.0 kg,58.1 %,
" Mai 10, 2023",
8:10 AM,76.8 kg,0.5 kg,24,21.1 %,33.0 kg,4.9 kg,57.6 %,
" Mai 7, 2023",
9:51 AM,77.3 kg,0.5 kg,24.1,20.6 %,33.2 kg,5.0 kg,57.9 %,
" Mai 6, 2023",
8:54 AM,77.8 kg,0.3 kg,24.3,20.8 %,33.3 kg,5.0 kg,57.8 %,
" Mai 5, 2023",
8:03 AM,78.1 kg,0.1 kg,24.4,21.1 %,33.4 kg,5.0 kg,57.6 %,
" Mai 4, 2023",
7:40 AM,78.0 kg,0.7 kg,24.3,20.5 %,33.4 kg,5.1 kg,58.0 %,
" Mai 3, 2023",
10:42 AM,78.7 kg,0.0 kg,24.6,20.8 %,33.5 kg,5.1 kg,57.8 %,
" Mai 2, 2023",
7:56 AM,78.7 kg,0.0 kg,24.5,21.2 %,33.5 kg,5.1 kg,57.5 %,
" Apr 30, 2023",
11:42 AM,78.7 kg,0.1 kg,24.6,20.9 %,33.5 kg,5.1 kg,57.8 %,
" Apr 29, 2023",
11:03 AM,78.8 kg,0.5 kg,24.6,21.3 %,33.5 kg,5.1 kg,57.4 %,
" Apr 27, 2023",
7:05 AM,78.3 kg,0.2 kg,24.4,20.2 %,33.4 kg,5.1 kg,58.2 %,
" Apr 25, 2023",
8:35 AM,78.1 kg,0.9 kg,24.4,21.3 %,33.4 kg,5.0 kg,57.4 %,
" Apr 24, 2023",
8:10 AM,79.0 kg,0.7 kg,24.6,21.5 %,33.6 kg,5.1 kg,57.3 %,
" Apr 22, 2023",
8:50 AM,78.3 kg,1.0 kg,24.4,21.5 %,33.4 kg,5.0 kg,57.3 %,
" Apr 20, 2023",
8:09 AM,79.3 kg,0.8 kg,24.8,21.2 %,33.7 kg,5.1 kg,57.5 %,
" Apr 19, 2023",
8:37 AM,78.5 kg,0.0 kg,24.5,21.2 %,33.5 kg,5.1 kg,57.5 %,
" Apr 17, 2023",
8:07 AM,78.5 kg,0.2 kg,24.5,21.1 %,33.5 kg,5.1 kg,57.6 %,
" Apr 15, 2023",
10:42 AM,78.7 kg,0.6 kg,24.6,21.4 %,33.5 kg,5.1 kg,57.4 %,
" Apr 13, 2023",
9:16 AM,78.1 kg,0.3 kg,24.4,21 %,33.4 kg,5.1 kg,57.7 %,
" Apr 12, 2023",
7:13 AM,77.8 kg,0.0 kg,24.3,20.9 %,33.3 kg,5.0 kg,57.8 %,
" Apr 11, 2023",
5:27 PM,77.8 kg,0.8 kg,24.3,20.4 %,33.3 kg,5.1 kg,58.1 %,
" Apr 10, 2023",
8:41 AM,78.6 kg,0.2 kg,24.5,21.2 %,33.5 kg,5.1 kg,57.5 %,
" Apr 9, 2023",
10:07 AM,78.8 kg,0.1 kg,24.6,20.9 %,33.5 kg,5.1 kg,57.7 %,
9:47 AM,78.9 kg,0.7 kg,24.6,21.4 %,33.6 kg,5.1 kg,57.4 %,
" Apr 7, 2023",
10:16 AM,78.2 kg,0.8 kg,24.4,21.4 %,33.4 kg,5.0 kg,57.4 %,
" Apr 6, 2023",
8:16 AM,79.0 kg,1.1 kg,24.7,21.4 %,33.6 kg,5.1 kg,57.4 %,
" Apr 5, 2023",
8:17 AM,77.9 kg,0.4 kg,24.3,21.3 %,33.3 kg,5.0 kg,57.4 %,
" Apr 4, 2023",
1:40 PM,78.3 kg,0.5 kg,24.4,20.8 %,33.4 kg,5.1 kg,57.8 %,
" Mrz 31, 2023",
7:56 AM,77.8 kg,0.6 kg,24.3,20.6 %,33.3 kg,5.1 kg,58.0 %,
" Mrz 30, 2023",
7:45 AM,78.4 kg,0.1 kg,24.5,21.1 %,33.5 kg,5.1 kg,57.6 %,
7:11 AM,78.3 kg,0.6 kg,24.5,20.7 %,33.4 kg,5.1 kg,57.9 %,
" Mrz 29, 2023",
9:45 AM,78.9 kg,0.4 kg,24.6,20.5 %,33.6 kg,5.2 kg,58.0 %,
7:41 AM,79.3 kg,0.0 kg,24.7,--,--,--,--,
7:41 AM,79.3 kg,1.3 kg,24.7,--,--,--,--,
" Mrz 28, 2023",
8:13 AM,78.0 kg,0.3 kg,24.3,20.9 %,33.3 kg,5.0 kg,57.7 %,
" Mrz 27, 2023",
9:27 AM,77.7 kg,0.5 kg,24.3,21.2 %,33.3 kg,5.0 kg,57.5 %,
" Mrz 26, 2023",
3:38 PM,78.2 kg,0.2 kg,24.4,21.6 %,33.4 kg,5.0 kg,57.2 %,
" Mrz 25, 2023",
10:59 AM,78.4 kg,0.5 kg,24.5,21.2 %,33.5 kg,5.1 kg,57.5 %,
" Mrz 24, 2023",
7:47 AM,78.9 kg,0.1 kg,24.6,21 %,33.6 kg,5.1 kg,57.7 %,
" Mrz 23, 2023",
8:59 AM,78.8 kg,0.1 kg,24.6,20.5 %,33.5 kg,5.2 kg,58.1 %,
8:15 AM,78.9 kg,0.6 kg,24.6,20.6 %,33.6 kg,5.2 kg,58.0 %,
" Mrz 22, 2023",
7:36 AM,78.3 kg,0.7 kg,24.4,21.1 %,33.4 kg,5.1 kg,57.6 %,
" Mrz 21, 2023",
8:23 AM,79.0 kg,0.0 kg,24.7,21.3 %,33.6 kg,5.1 kg,57.5 %,
7:52 AM,79.0 kg,0.4 kg,24.6,--,--,--,--,
" Mrz 20, 2023",
6:09 PM,78.6 kg,0.3 kg,24.5,--,--,--,--,
8:06 AM,78.3 kg,0.5 kg,24.4,21.5 %,33.4 kg,5.0 kg,57.3 %,
" Mrz 19, 2023",
10:54 AM,77.8 kg,0.2 kg,24.3,21.7 %,33.3 kg,5.0 kg,57.2 %,
10:10 AM,78.0 kg,0.2 kg,24.3,--,--,--,--,
" Mrz 18, 2023",
10:13 AM,77.8 kg,0.6 kg,24.3,21.5 %,33.3 kg,5.0 kg,57.3 %,
" Mrz 17, 2023",
11:02 AM,78.4 kg,0.5 kg,24.5,20 %,33.5 kg,5.2 kg,58.4 %,
8:21 AM,78.9 kg,0.3 kg,24.6,20.8 %,33.6 kg,5.1 kg,57.8 %,
" Mrz 16, 2023",
7:49 AM,78.6 kg,0.2 kg,24.5,21.3 %,33.5 kg,5.1 kg,57.5 %,
" Mrz 15, 2023",
8:19 PM,78.8 kg,0.1 kg,24.6,--,--,--,--,
8:17 AM,78.7 kg,0.1 kg,24.5,21.7 %,33.5 kg,5.0 kg,57.1 %,
" Mrz 14, 2023",
6:53 AM,78.6 kg,0.1 kg,24.5,21.7 %,33.5 kg,5.0 kg,57.2 %,
" Mrz 13, 2023",
8:08 AM,78.7 kg,0.0 kg,24.6,21.8 %,33.5 kg,5.0 kg,57.1 %,
" Mrz 12, 2023",
12:22 PM,78.7 kg,0.0 kg,24.6,21.4 %,33.5 kg,5.1 kg,57.4 %,
" Mrz 11, 2023",
11:57 AM,78.7 kg,0.3 kg,24.6,21.3 %,33.5 kg,5.1 kg,57.5 %,
10:19 AM,79.0 kg,0.7 kg,24.7,21 %,33.6 kg,5.1 kg,57.6 %,
" Mrz 10, 2023",
7:54 AM,78.3 kg,0.6 kg,24.4,21.5 %,33.4 kg,5.0 kg,57.3 %,
" Mrz 9, 2023",
8:24 AM,78.9 kg,0.8 kg,24.6,21.4 %,33.6 kg,5.1 kg,57.4 %,
" Mrz 8, 2023",
5:42 PM,78.1 kg,0.2 kg,24.4,19.8 %,33.4 kg,5.2 kg,58.5 %,
7:47 AM,78.3 kg,1.5 kg,24.4,--,--,--,--,
" Mrz 7, 2023",
8:29 AM,79.8 kg,0.1 kg,24.9,21.5 %,33.8 kg,5.2 kg,57.3 %,
7:42 AM,79.7 kg,1.3 kg,24.9,21.8 %,33.8 kg,5.1 kg,57.1 %,
" Mrz 6, 2023",
10:00 AM,78.4 kg,0.8 kg,24.5,20.8 %,33.5 kg,5.1 kg,57.8 %,
7:56 AM,79.2 kg,0.1 kg,24.7,21.9 %,33.6 kg,5.1 kg,57.0 %,
7:04 AM,79.1 kg,0.6 kg,24.7,21.6 %,33.6 kg,5.1 kg,57.2 %,
" Mrz 5, 2023",
8:52 AM,78.5 kg,0.9 kg,24.5,20.9 %,33.5 kg,5.1 kg,57.7 %,
" Mrz 4, 2023",
10:10 AM,79.4 kg,0.1 kg,24.8,21.2 %,33.7 kg,5.1 kg,57.5 %,
8:14 AM,79.3 kg,0.9 kg,24.7,21.2 %,33.7 kg,5.1 kg,57.5 %,
" Mrz 3, 2023",
7:46 AM,78.4 kg,0.3 kg,24.5,21.5 %,33.5 kg,5.0 kg,57.3 %,
" Mrz 2, 2023",
6:55 AM,78.7 kg,0.5 kg,24.6,21.8 %,33.5 kg,5.0 kg,57.1 %,
" Mrz 1, 2023",
8:07 AM,78.2 kg,1.1 kg,24.4,21.8 %,33.4 kg,5.0 kg,57.1 %,
" Feb 28, 2023",
7:43 AM,79.3 kg,0.1 kg,24.8,22.5 %,33.7 kg,5.0 kg,56.6 %,
" Feb 27, 2023",
7:57 AM,79.4 kg,0.7 kg,24.8,22 %,33.7 kg,5.1 kg,57.0 %,
" Feb 26, 2023",
10:09 AM,80.1 kg,0.5 kg,25,22.1 %,33.9 kg,5.1 kg,56.9 %,
" Feb 25, 2023",
12:44 PM,79.6 kg,0.9 kg,24.8,21.4 %,33.8 kg,5.2 kg,57.4 %,
9:49 AM,80.5 kg,1.2 kg,25.1,21.4 %,34.0 kg,5.2 kg,57.4 %,
" Feb 24, 2023",
8:32 AM,79.3 kg,0.5 kg,24.7,21.2 %,33.7 kg,5.1 kg,57.5 %,
" Feb 22, 2023",
7:00 AM,79.8 kg,0.4 kg,24.9,21.9 %,33.8 kg,5.1 kg,57.0 %,
" Feb 21, 2023",
7:02 AM,79.4 kg,1.6 kg,24.8,23 %,33.7 kg,5.0 kg,56.2 %,
" Feb 19, 2023",
10:59 AM,81.0 kg,0.9 kg,25.3,22.5 %,34.1 kg,5.2 kg,56.6 %,
" Feb 18, 2023",
8:13 AM,80.1 kg,0.3 kg,25,--,--,--,--,
" Feb 17, 2023",
7:51 AM,80.4 kg,0.2 kg,25.1,23 %,33.9 kg,5.1 kg,56.2 %,
" Feb 16, 2023",
7:04 AM,80.6 kg,0.0 kg,25.2,22.8 %,34.0 kg,5.1 kg,56.3 %,
" Feb 15, 2023",
11:42 AM,80.6 kg,0.6 kg,25.2,22.4 %,34.0 kg,5.2 kg,56.7 %,
" Feb 13, 2023",
7:48 AM,80.0 kg,0.1 kg,25,22.7 %,33.8 kg,5.1 kg,56.4 %,
" Jan 18, 2023",
11:03 AM,79.9 kg,1.3 kg,24.9,22.8 %,33.8 kg,5.1 kg,56.4 %,
" Jan 17, 2023",
8:51 AM,81.2 kg,0.2 kg,25.4,22.5 %,34.1 kg,5.2 kg,56.6 %,
" Jan 15, 2023",
10:39 AM,81.0 kg,0.3 kg,25.3,22 %,34.1 kg,5.2 kg,56.9 %,
" Jan 13, 2023",
8:14 AM,80.7 kg,0.4 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
" Jan 12, 2023",
10:24 AM,80.3 kg,0.6 kg,25.1,21.4 %,33.9 kg,5.2 kg,57.4 %,
8:08 AM,80.9 kg,0.7 kg,25.2,21.6 %,34.1 kg,5.3 kg,57.2 %,
" Jan 11, 2023",
6:34 AM,80.2 kg,0.5 kg,25,22.1 %,33.9 kg,5.1 kg,56.9 %,
" Jan 10, 2023",
10:02 PM,80.7 kg,1.3 kg,25.2,--,--,--,--,
11:41 AM,79.4 kg,0.1 kg,24.8,21.8 %,33.7 kg,5.1 kg,57.1 %,
7:32 AM,79.3 kg,1.2 kg,24.8,22.9 %,33.7 kg,5.0 kg,56.3 %,
" Jan 9, 2023",
7:42 AM,80.5 kg,0.0 kg,25.1,22.6 %,34.0 kg,5.1 kg,56.5 %,
7:18 AM,80.5 kg,1.1 kg,25.1,23 %,34.0 kg,5.1 kg,56.2 %,
" Jan 8, 2023",
9:58 PM,81.6 kg,0.6 kg,25.5,--,--,--,--,
9:52 AM,81.0 kg,0.5 kg,25.3,22.1 %,34.1 kg,5.2 kg,56.9 %,
" Jan 7, 2023",
12:56 PM,80.5 kg,0.7 kg,25.1,21.3 %,34.0 kg,5.2 kg,57.4 %,
11:23 AM,81.2 kg,0.1 kg,25.3,21.8 %,34.1 kg,5.3 kg,57.1 %,
10:11 AM,81.1 kg,0.4 kg,25.3,21.7 %,34.1 kg,5.3 kg,57.2 %,
9:44 AM,81.5 kg,0.3 kg,25.4,21.9 %,34.2 kg,5.3 kg,57.0 %,
" Jan 6, 2023",
7:41 AM,81.2 kg,0.5 kg,25.3,21.7 %,34.1 kg,5.3 kg,57.1 %,
" Jan 5, 2023",
8:25 AM,80.7 kg,0.1 kg,25.2,22 %,34.0 kg,5.2 kg,57.0 %,
8:05 AM,80.6 kg,0.2 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
" Jan 4, 2023",
9:50 AM,80.8 kg,0.0 kg,25.2,--,--,--,--,
7:18 AM,80.8 kg,0.2 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
" Jan 3, 2023",
8:26 AM,80.6 kg,0.5 kg,25.1,22.2 %,34.0 kg,5.2 kg,56.8 %,
" Dez 31, 2022",
10:39 AM,81.1 kg,0.2 kg,25.3,22.1 %,34.1 kg,5.2 kg,56.9 %,
" Dez 29, 2022",
5:35 AM,80.9 kg,0.4 kg,25.3,21.6 %,34.1 kg,5.3 kg,57.2 %,
" Dez 28, 2022",
3:27 PM,81.3 kg,1.3 kg,25.4,21.8 %,34.2 kg,5.3 kg,57.1 %,
" Dez 24, 2022",
12:26 PM,80.0 kg,0.3 kg,25,23.3 %,33.8 kg,5.0 kg,56.0 %,
12:15 PM,80.3 kg,0.6 kg,25.1,24.1 %,33.9 kg,5.0 kg,55.4 %,
9:16 AM,80.9 kg,0.5 kg,25.2,22 %,34.1 kg,5.2 kg,56.9 %,
" Dez 23, 2022",
1:26 PM,80.4 kg,0.2 kg,25.1,21.5 %,33.9 kg,5.2 kg,57.3 %,
8:23 AM,80.6 kg,1.3 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
12:41 AM,81.9 kg,0.8 kg,25.6,21.3 %,34.3 kg,5.4 kg,57.4 %,
" Dez 22, 2022",
8:47 AM,81.1 kg,1.7 kg,25.3,--,--,--,--,
" Dez 19, 2022",
7:02 PM,79.4 kg,0.1 kg,24.8,20.8 %,33.7 kg,5.2 kg,57.8 %,
" Dez 18, 2022",
10:12 AM,79.5 kg,0.1 kg,24.8,22.6 %,33.7 kg,5.0 kg,56.5 %,
9:17 AM,79.6 kg,0.5 kg,24.8,--,--,--,--,
" Dez 17, 2022",
10:37 AM,79.1 kg,0.6 kg,24.7,22.8 %,33.6 kg,5.0 kg,56.4 %,
9:35 AM,79.7 kg,0.6 kg,24.9,22.9 %,33.8 kg,5.0 kg,56.3 %,
" Dez 16, 2022",
9:40 AM,80.3 kg,1.1 kg,25.1,21.7 %,33.9 kg,5.2 kg,57.2 %,
" Dez 15, 2022",
8:24 AM,79.2 kg,0.7 kg,24.7,21 %,33.6 kg,5.2 kg,57.7 %,
7:09 AM,79.9 kg,0.3 kg,24.9,22.3 %,33.8 kg,5.1 kg,56.7 %,
" Dez 14, 2022",
7:34 AM,79.6 kg,0.6 kg,24.8,22.2 %,33.7 kg,5.1 kg,56.8 %,
" Dez 13, 2022",
4:09 PM,80.2 kg,0.0 kg,25,--,--,--,--,
6:42 AM,80.2 kg,2.2 kg,25,22.4 %,33.9 kg,5.1 kg,56.6 %,
" Dez 11, 2022",
9:02 PM,82.4 kg,0.3 kg,25.7,22.3 %,34.4 kg,5.3 kg,56.7 %,
10:24 AM,82.1 kg,1.4 kg,25.6,22.6 %,34.3 kg,5.3 kg,56.5 %,
" Dez 10, 2022",
8:52 AM,80.7 kg,0.5 kg,25.2,--,--,--,--,
" Dez 9, 2022",
8:29 AM,80.2 kg,0.9 kg,25,22 %,33.9 kg,5.1 kg,56.9 %,
" Dez 8, 2022",
10:34 AM,81.1 kg,0.1 kg,25.3,22.5 %,34.1 kg,5.2 kg,56.5 %,
" Dez 7, 2022",
8:03 AM,81.0 kg,0.3 kg,25.3,--,--,--,--,
" Dez 2, 2022",
8:19 AM,81.3 kg,0.6 kg,25.4,21.8 %,34.2 kg,5.3 kg,57.1 %,
" Dez 1, 2022",
7:49 AM,80.7 kg,0.1 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
" Nov 30, 2022",
8:30 AM,80.6 kg,0.0 kg,25.2,22.2 %,34.0 kg,5.2 kg,56.8 %,
" Nov 29, 2022",
8:15 AM,80.6 kg,0.8 kg,25.1,22.6 %,34.0 kg,5.1 kg,56.5 %,
" Nov 25, 2022",
8:22 AM,79.8 kg,0.7 kg,24.9,21.1 %,33.8 kg,5.2 kg,57.6 %,
" Nov 24, 2022",
7:17 PM,80.5 kg,1.2 kg,25.1,20.7 %,34.0 kg,5.3 kg,57.9 %,
7:49 AM,81.7 kg,1.2 kg,25.5,21.4 %,34.3 kg,5.3 kg,57.4 %,
" Nov 22, 2022",
7:50 AM,80.5 kg,0.2 kg,25.1,22.5 %,34.0 kg,5.1 kg,56.6 %,
" Nov 20, 2022",
9:15 AM,80.7 kg,0.3 kg,25.2,22 %,34.0 kg,5.2 kg,57.0 %,
" Nov 19, 2022",
10:11 AM,81.0 kg,0.0 kg,25.3,22 %,34.1 kg,5.2 kg,56.9 %,
" Nov 18, 2022",
5:36 PM,81.0 kg,0.4 kg,25.3,21.3 %,34.1 kg,5.3 kg,57.5 %,
" Nov 17, 2022",
8:25 AM,80.6 kg,0.2 kg,25.1,22.3 %,34.0 kg,5.2 kg,56.7 %,
" Nov 16, 2022",
7:04 AM,80.8 kg,0.1 kg,25.2,21.9 %,34.0 kg,5.2 kg,57.0 %,
" Nov 15, 2022",
7:21 AM,80.7 kg,0.6 kg,25.2,21.7 %,34.0 kg,5.2 kg,57.2 %,
" Nov 14, 2022",
8:40 AM,80.1 kg,0.3 kg,25,22.3 %,33.9 kg,5.1 kg,56.7 %,
" Nov 13, 2022",
